id,text
1559191509,"In the Hitimahana district of Mahina, promiscuity can make confinement difficult. Homes are grouped and open. 150 to 200 people live together, daily, and have difficulty staying inside their homes. If they know the danger of the coronavirus and do not mask their concern, this scourge still seems far away..."
1558835128,"Donald Trump is not just president of the world's first economy, threatened with collapse due to the pandemic of new coronavirus."
1523294079,"Deferred because one candidate declared a gastroenteritis, the Top Chef final could still take place a few days later because a jury member could not return home."
1536764011,"DECRYPTAGE - It is now at the direct call of Ankara that migrants are heading towards the Turkish-Greek border. A cleverly orchestrated media operation, explains our journalist Delphine Minoui."
1546348677,"Contrary to what he said to Guineanews, the president of the National Independent Electoral Commission (CENI) had brought the case before the Constitutional Court with a view to obtaining the right..."
1536337900,"On Monday, National Education presented the arrangements for ensuring ""pedagogical continuity"" in closed schools."
1559134919,"The President of France, Emmanuel Macron, announced on Wednesday the launch of a military operation: as the epidemic of coronavirus peaks."
1559042671,"In the midst of an epidemic of Coronavirus, which is raging around the world and killing thousands of victims, Emmanuel Macron announced on Wednesday 25 March in Mulhouse that he was launching Operation ""Resilience"". But what does this term mean? Initially, the word ""resilence"" is physical. It refers to the ability of a body to resist a shock."
1558524773,"As confinement attacks its second week, Iseroese structures and associations sound alarmed at the risk of increased domestic violence during this period."
1737607019,"For the English version, / For The English Version, In Canada, women are significantly more concerned than men about the VOCID-19 crisis. For example, a recent poll conducted by (link in English) found that 49 percent of women reported feeling very worried about this epidemic, compared to 33 percent in the last year."
1559154848,Summary of measures taken on Tuesday and Wednesday in some of the main cities in the region.
1558781189,"In the space of a few days, two pillars of the continent's music, Manu Dibango and Aurlus Mabélé, died from the (...)."
1558709933,"Morocco: The National Federation of Minotery donates 5,000 tons of flour and meal. As part of the momentum of national solidarity and the mobilization of all the living forces of our country in the fight against Coronavirus (COVID-19), the National Union of Millotry"
1518238717,"Researchers and anonymous simples called for the unconditional and immediate release of their two French colleagues detained in Iran during a silent gathering on Tuesday in Paris, rhythmic by a tribute filled with emotion of the choreographer..."
1766871114,"A PLANET UNDER VOCID (5). As the pandemic spreads on the planet, country after country, families around the world testify to their daily lives, more or less affected by the coronavirus. Today, the West Bank, Greece, India and Brazil."
1558534688,The biggest change: it will now be necessary to specify the time of the exit. Decree No. 2020–293 of 23 March 2020 prescribing the general measures needed to deal with the situation.
1542105945,CONAKRY - This is a first in Guinea! The information was given by the Directorate of
1559129118,"VIEWED IN THE PRESS - On the night of Tuesday 24 to Wednesday 25 March, a dozen vehicles burned in the Croix-Rousse district of Lyon."
1558633798,"The Ministry of Health failed to warn that cannabis in this case was a clear contraindication, due to its immune depressant effects."
1559136540,The MRC has decided to put forward various initiatives in order to minimize the impact on businesses and jobs in its territory.
1493175824,"On average, 8 out of 10 TGVs will be used in France."
1554916328,"Uruguayen was re-elected on 20 March as head of the Organization of American States, under the United States' control, despite the pandemic's progress. The institution prioritizes the pursuit of a dangerously interventionist policy."
1555783209,"""Bakary Mansaré, Vice-President of CENI, assures us that wherever the polling stations were ransacked in Conakry, arrangements have been made to allow citizens to vote"" We..."
1559124817,"As a result of the spread of Covid-19 in several wilayas in the country, poultry farmers took the cue..."
1490149486,"Moscow and Ankara, which have overcome the 2015 crisis, are cooperating in the field of armaments and energy."
1558508249,"The boredom, stress and deregulation of our daily lives lead to a number of eating disorders. Our nutritionist Raphaël Gruman helps us to bypass them"
1558196706,News from the Coronavirus section: Charleroi Airport is closed until 5 April on the Brussels Digital Edition
1551248792,"Some children have lost their parents during their escape, others are traumatized by what they have experienced, and to help them, a centre has been set up to provide psychological support."
1537920248,"In Oise and Morbihan, many schools have been forced to close their doors due to several cases of coronavirus confirmed in their commune. Thousands of students will have to take distance courses, on an online platform."
1558214611,"Inventories reduced or distributed to the ""dripper"", French caregivers still lack masks in their fight against the coronavrius. They benefit from donations from private individuals pending deliveries."
1542372077,The Guinean Armed Forces has just had the first woman General in their history.
1559173386,"Maliweb.net - First news site in Mali since 2002. Mali news and information: Sports, Dive rs Facts, Politics, Rad io FM"
1766951389,"A PLANET UNDER VOCID (2). As the pandemic spreads on the planet, country after country, families around the world testify to their daily lives, more or less affected by coronavirus. Today, India, Morocco, Mexico and Brazil."
1559149546,"American retired FBI agent Robert Levinson, who disappeared under mysterious circumstances in 2007 in Iran, is ""dead while in detention"" by the Iranian authorities, announced his family on Wednesday.The president of the United States, Donald..."
1559133520,"Last year's millions of sales were surpassed. The eagerness of buyers to become owners, coupled with a shortage of goods for sale, led to sharp price increases in some cities. Euphoria did not seem to have to fall back... But the current crisis risks changing the situation."
1588751088,"Agriculture Minister Cherif Omari said strategic stocks of consumer products were widely available,"
1559201705,SPORTS – The majority of the world's sports activities have been suspended due to the coronavirus pandemic. If there is still uncertainty as to how the Games will be held...
1559200872,"What to do with the titles of TJX, Stingray and Suncor? Here are some recommendations from analysts."
1504049959,"On his return from Israel, the French President expressed his concern at the proliferation of ""convictionary speeches"" which"
1559146180,"Met by the covid-19, the Cameroonian artist Manu Dibango died Tuesday morning of the disease, at the age of 86. The family of singer and saxophonist announced,..."
1523778867,"In Diffa, Niger, twenty people died (Fifteen women and five children), this Monday, February 17, in a hustle and bustle at the entrance to the Maison des jeunes et de la culture (MJC)."
1559139344,Hélène Gagnon and Clarence Bouffard are part of a group of more than a hundred Canadians trapped in Ecuador.
1558951705,"Professor Raoult. Understand me well: I am a scientist and I think about it as a scientific with verifiable elements. I have produced more data in infectious diseases than anyone else in the world.I'm a doctor, I see people with the disease. i have 75 patients hospitalized, 600 consultations a day. so, the opinions of some people..."
1516167923,"A fire was stopped during the night of Saturday to Sunday in Brussels but about 100 people had to be evacuated to the Gare du Nord, communicated the mayor of the City of Brussels, Philippe Close (PS). During the evening, a call to 112 reported smoke in the street. ... read more"
1558394270,"Quebecers stuck in Peru describe Ottawa's repatriation operation as ""fiasco"": overcrowded flights, erroneous codes, exorbitant cost..."
1517354815,"Monday, February 10th, M6's cameras recorded the final of season 11 of Top Chef, at George V in Paris. According to information from our colleagues in Closer, the filming of the show..."
1559167664,Brenton Tarrant is accused of having perpetrated the largest mass killing in the country's history
1545517545,Liberal MP suggested that he could support the minority government's budget
1510146111,in view of the elan law which comes into force on January the oph of coulomiers will devote the coming months to restructure the
1488911060,the head of the Ivorian Tat addressed to the diplomats and corps established on Monday January on the occasion of a presentation of vå ux in the new hall of steps
1543857601,Tuesday March the regional health agency announces in its daily point new cases of contaminated coronavirus in new aquitaine
1503263548,vincent showed had been sentenced to five years' imprisonment and three years had closed his trial in first instance on November in laon in the aisne
1618279913,"coronavirus that bec wants to launch an op ration to find a place for the beneficiaries to overcome the problem of working in the network of the health service, in particular the chsld oã1â"
1644892449,"in addition to their net salary calculated on the basis of the remuneration scales in force in the public service, the walis and governors receive four types of premium in accordance with the decree number of October"
1630466377,According to the opposition the legault government takes advantage of the pandemic to arrogate new powers
1537354916,in the region the patrollers of the society protecting the animals spa of Mauricie will be responsible to enforce the new regulations implementing the law on the supervision of dogs that comes into force Tuesday
1579184460,the Ministry of Health announced this Wednesday April the registration of new cases covid up to Tuesday April on analysis thus the number of confirmed Covid cases is now to a total of screening tests carried out since the appearance of the first case
1546990973,analysis the independent electoral commission cei constitutes a veritable apple of discord in the ivory coast for the opposition in fact it is shaped so as to make the affair of the power
1587536960,the first round of the presidential election according to a poll bva for rtl and orange less than one in three French finds emmanuel macron unifying
1642683868,maliweb net first site of info portal reference to the Mali since news and information Mali en continu sport fait diver politique radio fm malis
1512232474,the number of deaths on the roads reached at its lowest historical level in the metropolis a figure attributed by the government to the reduction to km h on which several
1590769424,the return to class and child care is scheduled for May but the secondary schools will remain closed until September we are confident to fill the positions
1496333551,Chinese growth will be higher than to declare the Chinese vice prime minister liu quoted Thursday by the official agency China new while he had just signed a preliminary trade agreement with the United States the number
1517448186,c is a rare testimony given by a young woman about the hell of prostitution she was only years old when she started and her story is far from isolated considers that young women are now prostituted in france
1496713341,President of the supervisory board of hospital centre rene dubos philippe hoillon the mayor lr de pontoise val d'oise justifies his choice not to close the establishment
1608399826,aided by global warming and containment the black beasts are more and more numerous to the great dam of peasants and hunters
1635936176,c is what revealed this morning on bel rtl pascal soriot the pdg d astrazeneca
1646203025,nhan dân online the Prime Minister pm Vietnamese nguyên xuân phuc affirmed lor an international press conference in Hanoni Friday June that the Asean summit held on June via video conference was a great success
1636197068,a poll ifop for the direct site en published yesterday estimates the participation in the second round of June at an even lower rate than the gold of the first round
1513735623,"receiving letters of credence from several ambassadors in Russia, in particular that of france pierre levy vladimir poutine, welcomed the political economic and cultural collaboration between the two pay and indicated that bets was one of the main international partners of moscow"
1555139603,the Prime Minister was the guest of the jt of hours on tf this Friday philippic Edward announced the immediate ban of rallies of more people
1486818137,"On Friday, the inhabitants of the rue des mille à dijon warned the police station because unusual noise seemed to come from a"
1643348555,to control the spread of the tiger mosquito present in France this year the handle launches a platform to signal the presence of this insect
1611890189,the forces of Marshal Haftar are about to retreat from two to three kilometers of Tripoli to allow the citizens to celebrate the end of the announced Ramadan
1529901019,in an interview laurence picard evokes her vision for coulomier and how she imagines this partnership with the Minister of Culture franck riester
1533435415,person present at the first of the year
1532901381,thousands of owners at the new brownswick will soon receive their review notice
1492807268,this man aged today had appeared in a vast investigation initiated by the American fbi under the pseudonym benjibenji he was very active on child pornography forums and networks of the darknet he will appear free Monday especially for complicity of sexual assault on minor
1550457306,of new stricter containment measures are in force the French must stay at home unless exit indispensable the food signs always open have decided to put in place new rule in order to limit to the maximum the risk of spread of coronavirus
1501645399,the site of the newspaper l union first regional site actu en continu archive free photo gallery podcast videos blog writing result sport forum
1551872664,nhan dân online asiatoday l one of the leading Korean newspapers recently published an article appreciating the role of vietnam in the development and solidarity of asean in particularuli dan the context of propaganda of epidemic covid in many pay to travel the world
1611070741,the troops involved in the volcanic operation of anger led by the national union government gna de fayez el sarraj announced the resumption of two cities
1582434965,for a few days now a frouard hotel has been transformed into a secure containment area for homeless people with covid but
1502823332,the justice and development party activists allegedly installed hidden surveillance cameras in the administrative annex under the Ministry of the Interior an espionage operation exposed
1573639511,brussels airlines will not hang up flight after the crisis of the coronavirus on eight of its destinations reports Thursday hln the information was confirmed in belga by the airline brussians airlines will no longer serve to the monk until end
1531874067,Friday and Saturday February will be held at the mill party room the first dynamic senior show organized by cfm communication close to thirty exhibitors will present their service and their product
1642376604,Prepublication site review prestigious or predatory it is not always obvious for the neophyte to determine whether a source is serious or not
1611140297,a little bit knows about the cost of diagnostic tests carried out by the institute pastor of dakar dan the framework of the fight against the coronavirus receiving journalists at ipod on Tuesday May l
1583184120,to begin the week our photographer doudou rh presents his doudou photo of the Week taken place of small martroy in pontoise dan le val d'oise
1639908724,blood donors mobilized
1529628472,while the Guinean political landernau is boiling with its corrolar of dead and wounded because of the project of third term of alpha condé pay is experiencing market fires all azimut
1494015059,the French airline pilot of years suspected of having paid for child pornography shows on the internet was sentenced this Monday to five years in prison
1487134433,"the Ministry of the Interior initiated legal proceedings against some 30 presidents of communes, to which are added vice president and councillor communal for having dilated the public denaries and falsified administrative documents"
1561830530,the regional health agency announced this Saturday additional victim in the department it is not however a wave of death but an update of the data over a week
1525536497,contamination economic threat the key point to know about the tomato virus that worries the industry
1621748945,after hospitals the new coronavirus takes it from laboratory staff
1573593632,due to the pandemic of coronavirus the world's air transport sector is going through an unprecedented crisis airlines brussels announced a new measure
1523629462,the Ministry of Agriculture confirmed Monday evening the contamination of tomatoes in the greenhouse by the virus tobrfv in a exploitation of the finistère a virus safe for humans but likely to have
1546218716,the france prepares to postpone the municipal elections the first round must take place on Sunday it is possible that the president macron who is to give an address this Thursday evening announces the postponement of the elections of Sunday
1500019882,less than a week after the announcement of emmanuel macron last Thursday from the air base of Orléan the door nuclear plane and his escort should indeed according to our information sail on Tuesday for the eastern Mediterranean where the aircraft group will participate in the operation cham
1560853150,Since the beginning of confinement the number of animal abandonments remains the same but adoptions decrease at the spa spa will ask for a derogation from the prefectural authorities for the adoption of the animals
1632221380,muriel roy left us in his year no one among those who knew her won't be surprised that she curled the centenary it was made to last even at home when I met her at an already advanced age an imposing presence that led to guessing under the roundness the smile and the easy face and becoming a remarkable strength of character and a great endurance
1570529818,the spa that is closed to the public because of the covid asks the government for an exemption so that people can come and adopt the residents of his soon saturated refuge
1542505227,new cases of coronavirus have been confirmed in sea charter a couple in connection with one case recorded in occitania and three people in contact with other infected patient already known specifies the regional health agency
1549841958,Saturday March the Prime Minister announced the closure of various places and shops keeping the activity only certain of them but the
1558714784,a decree reforming the procedure of public inquiry for the revision of the perimeters of protection of water abstraction intended for human consumption the text is applicable to the capture
1557794036,the government extended by two months the winter watch system to maintain the care of precarious people and on the street in this particular health context
1495970395,by david lawder and Andrea shalal washington reuters after eighteen months of conflict the United States and China signed on Wednesday a truce
1570061195,after the outbreak of the coronavirus pandemic dan the northern province kivu which counts confirmed cases it was decided to isolate the cities of goma beni and butembo for day from Monday April measure taken Friday April last after a restricted security meeting led by the vice governor of province marie lumoo kahombo considering the risks and threat
1529968247,québec the minister delegated to the digital transformation government eric ciaire says he is sorry for the thousand teachers victim of a theft
1517118301,fariba adelkhah and roland marchal fear to be sentenced to heavy penalty for their trial which could take place in March
1640062783,the tiger mosquito native to the tropical forests of the south east asia is installed in france since brought by human activities including the international trade of tires it transmits malady like dengue and zika
1554254640,with us the chef cuisiolo de magnà
1556308587,following the violation of the confinement in the city of tanger Tetouan fès and salty the prosecutor decided to open an investigation
1588212403,the Ministry of Health announced this Friday April the registration of new cases covid up to Thursday April on analysis thus the number of confirmed Covid cases is now to a total of screening tests carried out since the appearance of the first case
1604143461,how you experienced confinement at first I experienced it very intensely on TV and on the
1531382969,a new study shows that not all French people are exemplary in hygiene
1582681511,after the first stage of the state of emergency the government announced the extension of this exceptional provision decreed to contain the pandemic of covid and do nt the way of use does not change
1554753408,It is under very high pressure that Guinea will go to the polls this March to provide the pay for a new national assembly and above all a very controversial new constitution.
1577890502,follow all the info in South Korea in languages on kbs world radio news k pop korean courtyard daily life culture travel history and file north Korean
1515320729,toxic substances may release in contact with food
1604452478,the daily balance sheet of new cases of covid in algeria continues its increase according to the official count announced this Tuesday May by the spokesman of the
1500393390,no drawbridge pile nor deck nor corpse has been dug up for the moment insists philippe hoillon the mayor of pontoise val d'oise
1500933648,the collective the penetrating west demands a regulation of the traffic and parking along the streets chalmel to troyes of Christmas and lamartine to saint savin and the Christmas near Troy
1513735612,Russia is open to co-operation with Canada this two neighbouring pay in the Arctic with objectives and common interests announced vladimir poutine lor the delivery by the new ambassador of Canada alison mary leclaire of his credentials
1548776180,in the department the first to have been touched by the coronavirus the inhabitants have made themselves rare the urn when the voting is about to end
1619174244,the balance sheet of the covid still increase in algeria the pay counts this Thursday May new cases of contamination for new deaths announces
1511187369,the number of deaths on the roads of metropolitan france slightly reduced in the result of a voluntarist policy is congratulated this Saturday christophe castan dan detail the decrease of the mortality benefits to all the users except the cyclists eleven dead have moreover been recorded in scooter
1635923296,the vaccine will be produced in belgium and will cost two euros
1571124734,dan l east of the rdc butembo beni and goma are isolated since Monday April no exit in the three main city of northern province kivu where it finds an increase in cases of contamination on its territory
1529086319,Sunday afternoon ended with an accident at the Grand Troy Park
1577247511,the society protecting animals spa of the Mauricie wishes to give a helping hand to the owners of animals in these pandemic temps
1632063291,this week the photographer doudou rh proposes a photograph of an intermittent manifestation of the show that took place Saturday June in pontoise val d'oise
1562397218,while the director of the world health organization om called africa to wake up and prepare for the worst in the face of a pandemic of covid the African Director of World Health Organization matshidiso moeti goes back for france on the spread of virus on Africa's continent
1536341159,afrique health professionals started training on handling covid coronavirus cases on Monday in Brazzaville in a note to the press do nt apa obtained copy the regional office of the World Health Organization om explains that following confirmation of three cases
1558754269,the security forces carry out inspections of several furnished apartment intended for rent in the tourist town of fes marrakech agadir and tanger
1564263834,follow all the info in South Korea in languages on kbs world radio news k pop korean courtyard daily life culture travel history and file north Korean
1515971688,belga a fire was mastered during the night from Saturday to Sunday in bruxelle but a hundred people had to be evacuated to the north station communicated the mayor of the city of bluxelle philippe close ps
